"Cod Cliente","Cliente","UF","Cidade","Região"
"00012802","Marina Fernandes Barros","MG ","Piumhi ","SU"
"00012812","Gabrielle Santos Gomes","SC ","FLORIANOPOLIS ","SU"
"00012822","Júlia Lima Ferreira","RJ ","Rio de Janeiro ","SU"
"00012832","Carlos Sousa Souza","0","0","Exterior"
"00012842","Eduardo Ferreira Santos","MG ","Conselheiro Lafaiete ","SU"
"00012852","Leonardo Cardoso Alves","SP ","POA ","SU"
"00012862","Laura Dias Rocha","MG ","NOVA LIMA ","SU"
"00012872","Luan Pereira Rodrigues","BA ","SALVADOR ","NE"
"00012882","Beatriz Lima Santos","GO ","NIQUELANDIA ","SU"
"00012902","André Oliveira Lima","SP ","ORLANDIA ","SU"
"00012912","Giovanna Goncalves Melo","RJ ","NITEROI ","SU"
"00012922","Samuel Ribeiro Goncalves","SP ","SANTOS ","SU"
"00012932","Beatriz Ferreira Rocha","PR ","CURITIBA ","SU"
"00012942","João Santos Castro","RJ ","Rio de Janeiro ","SU"
"00012952","Lara Castro Santos","BA ","SALVADOR ","NE"
"00012962","Bruna Lima Souza","PR ","MEDIANEIRA ","SU"
"00012972","Leila Cardoso Cunha","SP ","JAU ","SU"
"00012982","André Pereira Almeida","0","0","Exterior"
"00012992","Diego Azevedo Cardoso","SP ","SAO PAULO ","SU"
"00013002","Beatrice Santos Rodrigues","RO ","PORTO VELHO ","NO"
"00013012","Gabriela Castro Azevedo","SP ","SAO PAULO ","SU"
"00013022","Caio Fernandes Castro","SP ","OSASCO ","SU"
"00013032","Murilo Rodrigues Costa","RJ ","Rio de Janeiro ","SU"
"00013042","Marcos Silva Azevedo","PI ","TERESINA ","NE"
"00013052","Carlos Melo Araujo","PI ","TERESINA ","NE"
"00013062","Luana Silva Santos","MG ","MURIAE ","SU"
"00013072","Vitoria Cardoso Silva","0","0","Exterior"
"00013082","Clara Sousa Ribeiro","BA ","SALVADOR ","NE"
"00013092","Luan Gomes Almeida","0","0","Exterior"
"00013102","Thaís Cardoso Oliveira","SP ","DIADEMA ","SU"
"00013122","Emilly Sousa Ribeiro","0","0","Exterior"
"00013132","Sophia Pereira Cavalcanti","0","0","Exterior"
"00013142","Mariana Martins Azevedo","SP ","SAO PAULO ","SU"
"00013152","Luis Melo Dias","MG ","DIAMANTINA ","SU"
"00013162","Thiago Costa Rocha","0","0","Exterior"
"00013172","Gabriela Castro Rocha","0","0","Exterior"
"00013182","Maria Ferreira Martins","BA ","SALVADOR ","NE"
"00013192","Luis Ferreira Silva","AC ","Rio Branco ","NO"
"00013202","Estevan Santos Fernandes","0","0","Exterior"
"00013212","Diego Gomes Fernandes","PE ","Recife ","NE"
"00013222","Cauã Alves Correia","ES ","VILA VELHA ","SU"
"00013232","Enzo Santos Almeida","MG ","ITABIRA ","SU"
"00013242","Manuela Barros Azevedo","0","0","Exterior"
"00013262","Vitoria Melo Araujo","CE ","FORTALEZA ","NE"
"00013272","Julia Barros Rodrigues","SP ","Santos ","SU"
"00013282","Letícia Gomes Souza","0","0","Exterior"
"00013292","Melissa Dias Oliveira","AM ","PARINTINS ","NO"
"00013302","Leila Sousa Correia","0","0","Exterior"
"00013312","Julieta Barbosa Castro","MG ","TIMOTEO ","SU"
"00013322","Breno Pereira Cardoso","PR ","Foz do Iguacu ","SU"
"00013332","Clara Sousa Cunha","0","0","Exterior"
"00013342","João Dias Ribeiro","AL ","Maceió ","NE"
"00013352","Carla Dias Melo","RJ ","SAO GONCALO ","SU"
"00013362","Ryan Cavalcanti Santos","RN ","Natal ","NE"
"00013372","Nicolas Oliveira Pinto","RJ ","MACAE ","SU"
"00013382","Mariana Sousa Ferreira","SP ","JUNDIAI ","SU"
"00013392","Kauê Correia Cavalcanti","RJ ","NITEROI ","SU"
"00013402","Thiago Carvalho Lima","RN ","MOSSORO ","NE"
"00013412","Lara Lima Almeida","MG ","NOVA LIMA ","SU"
"00013422","Fábio Barbosa Cavalcanti","SP ","SAO PAULO ","SU"
"00013432","Beatriz Alves Gomes","0","0","Exterior"
"00013442","Luana Correia Ribeiro","SP ","POA ","SU"
"00013452","Aline Cavalcanti Correia","0","0","Exterior"
"00013462","Gabriela Gomes Silva","MG ","UBERLANDIA ","SU"
"00013472","Kaua Correia Araujo","BA ","FEIRA DE SANTANA ","NE"
"00013482","Victor Dias Costa","MG ","JUIZ DE FORA ","SU"
"00013492","Felipe Alves Barros","SP ","RIBEIRAO PRETO ","SU"
"00013502","Arthur Santos Castro","ES ","VILA VELHA ","SU"
"00013512","Gabriela Alves Martins","PA ","MARABA ","NO"
"00013522","Yasmin Gomes Azevedo","0","0","Exterior"
"00013532","Fábio Castro Souza","MG ","OURO BRANCO ","SU"
"00013542","Letícia Lima Santos","RS ","NOVO HAMBURGO ","SU"
"00013552","Luiza Santos Carvalho","PI ","TERESINA ","NE"
"00013562","Julia Oliveira Castro","0","0","Exterior"
"00013572","Raissa Rocha Lima","SP ","SAO PAULO ","SU"
"00013592","Luan Souza Pinto","PE ","SERRA TALHADA ","NE"
"00013602","Sophia Carvalho Cavalcanti","RJ ","NOVA IGUACU ","SU"
"00013612","Luana Silva Oliveira","PE ","RECIFE ","NE"
"00013622","Miguel Carvalho Pereira","MG ","UBERLANDIA ","SU"
"00013632","Camila Araujo Pinto","GO ","GOIANIA ","SU"
"00013642","Felipe Rodrigues Martins","PA ","PARAUAPEBAS ","NO"
"00013652","Sophia Azevedo Cardoso","0","0","Exterior"
"00013662","Fernanda Goncalves Carvalho","PE ","RECIFE ","NE"
"00013672","Renan Santos Martins","MG ","UBERABA ","SU"
"00013682","Luis Cunha Barbosa","PI ","TERESINA ","NE"
"00013692","Ryan Barros Costa","RJ ","RIO DE JANEIRO ","SU"
"00013702","Emily Ferreira Araujo","MT ","CUIABA ","SU"
"00013712","Vinicius Martins Oliveira","0","0","Exterior"
"00013722","Julia Lima Silva","ES ","SAO MATEUS ","SU"
"00013732","Beatrice Souza Sousa","0","0","Exterior"
"00013742","Davi Rodrigues Pinto","RJ ","RIO DE JANEIRO ","SU"
"00013752","Nicolash Araujo Souza","RJ ","Rio de Janeiro ","SU"
"00013762","Tânia Almeida Fernandes","0","0","Exterior"
"00013772","Sarah Martins Ferreira","MG ","PATOS DE MINAS ","SU"
"00013782","Rodrigo Barbosa Azevedo","0","0","Exterior"
"00013792","Yasmin Gomes Cardoso","MG ","NOVA LIMA ","SU"
"00013802","Thaís Carvalho Gomes","MG ","UBERLANDIA ","SU"
"00013812","Kai Pereira Goncalves","SP ","SAO PAULO ","SU"
"00013822","Carolina Castro Ribeiro","SP ","SAO PAULO ","SU"
"00013842","Beatrice Araujo Silva","0","0","Exterior"
"00013852","Marcos Rodrigues Alves","MA ","SAO LUIS ","NE"
"00013862","Kauê Azevedo Carvalho","BA ","TEIXEIRA DE FREITAS ","NE"
"00013872","Fábio Pinto Lima","CE ","Juazeiro do Norte ","NE"
"00013882","Raissa Cardoso Azevedo","MG ","NOVA LIMA ","SU"
"00013892","Raissa Goncalves Pereira","MG ","PARA DE MINAS ","SU"
"00013902","Miguel Carvalho Melo","0","0","Exterior"
"00013912","Rafaela Fernandes Cardoso","SC ","JOACABA ","SU"
"00013922","Nicole Barros Carvalho","PE ","RECIFE ","NE"
"00013932","Antônio Souza Gomes","SC ","Porto Uniao ","SU"
"00013942","Ana Azevedo Souza","0","0","Exterior"
"00013952","Eduarda Ferreira Goncalves","0","0","Exterior"
"00013962","Rodrigo Alves Cardoso","0","0","Exterior"
"00013972","Kauan Barros Correia","MG ","Machado ","SU"
"00013982","Mateus Castro Souza","0","0","Exterior"
"00013992","Melissa Carvalho Araujo","RJ ","RIO DE JANEIRO ","SU"
"00014002","Victor Castro Cardoso","RJ ","RIO DE JANEIRO ","SU"
"00014012","Estevan Pinto Oliveira","0","0","Exterior"
"00014022","Vinicius Barros Rodrigues","SP ","SAO PAULO ","SU"
"00014032","André Carvalho Barbosa","BA ","SALVADOR ","NE"
"00014042","Carlos Gomes Alves","MG ","ITANHANDU ","SU"
"00014052","Vitória Barbosa Gomes","RS ","Sao Gabriel ","SU"
"00014062","Leila Melo Correia","CE ","FORTALEZA ","NE"
"00014072","Marina Azevedo Correia","ES ","VILA VELHA ","SU"
"00014082","Larissa Barbosa Sousa","AP ","Macapa ","NO"
"00014092","Tiago Santos Cavalcanti","RJ ","Rio de Janeiro ","SU"
"00014102","Samuel Almeida Sousa","RS ","PORTO ALEGRE ","SU"
"00014112","Alice Pinto Castro","0","0","Exterior"
"00014122","Marina Melo Ribeiro","RN ","MOSSORO ","NE"
"00014132","Mateus Rocha Silva","0","0","Exterior"
"00014142","Kai Alves Azevedo","0","0","Exterior"
"00014152","Paulo Pereira Fernandes","MG ","POUSO ALEGRE ","SU"
"00014162","Kauê Sousa Cardoso","GO ","RIO VERDE ","SU"
"00014172","Amanda Almeida Gomes","0","0","Exterior"
"00014182","Raissa Melo Souza","SP ","SAO PAULO ","SU"
"00014192","Livia Costa Cardoso","MG ","UBERABA ","SU"
"00014202","Luiza Lima Rocha","SC ","SAO JOSE ","SU"
"00014212","Beatriz Barros Sousa","BA ","SALVADOR ","NE"
"00014222","Guilherme Gomes Ribeiro","SP ","LINS ","SU"
"00014232","Sophia Ribeiro Pereira","SP ","FRANCA ","SU"
"00014242","Luan Souza Carvalho","SP ","ITANHAEM ","SU"
"00014252","Lara Dias Melo","CE ","JUAZEIRO DO NORTE ","NE"
"00014262","Thiago Melo Ribeiro","0","0","Exterior"
"00014272","Gabrielle Goncalves Melo","0","0","Exterior"
"00014282","Rebeca Cavalcanti Pinto","0","0","Exterior"
"00014292","Paulo Rocha Sousa","SP ","SANTO ANDRE ","SU"
"00014302","Lara Barbosa Santos","SP ","SAO PAULO ","SU"
"00014312","Fábio Barros Silva","0","0","Exterior"
"00014322","Lavinia Rodrigues Cavalcanti","AL ","MACEIO ","NE"
"00014332","Marina Alves Cunha","0","0","Exterior"
"00014342","Victor Souza Silva","MA ","SAO LUIS ","NE"
"00014352","Amanda Sousa Fernandes","PR ","CURITIBA ","SU"
"00014372","Carla Martins Sousa","MA ","SAO LUIS ","NE"
"00014382","Alex Rocha Almeida","CE ","FORTALEZA ","NE"
"00014392","Lara Gomes Sousa","0","0","Exterior"
"00014402","Emilly Cavalcanti Almeida","ES ","VITORIA ","SU"
"00014412","Mateus Ferreira Alves","RJ ","NOVA FRIBURGO ","SU"
"00014422","Renan Rocha Azevedo","AL ","Maceió ","NE"
"00014432","Gabriela Barros Ferreira","0","0","Exterior"
"00014442","Emilly Ribeiro Pinto","0","0","Exterior"
"00014452","André Oliveira Sousa","0","0","Exterior"
"00014462","Paulo Cunha Gomes","SP ","TAUBATE ","SU"
"00014472","Breno Cardoso Lima","PE ","RECIFE ","NE"
"00014482","Miguel Goncalves Carvalho","0","0","Exterior"
"00014492","Sofia Oliveira Almeida","SP ","Jau ","SU"
"00014502","Victor Goncalves Lima","0","0","Exterior"
"00014512","Isabela Costa Martins","0","0","Exterior"
"00014522","Brenda Barros Santos","MG ","PATOS DE MINAS ","SU"
"00014532","Miguel Alves Melo","BA ","SALVADOR ","NE"
"00014542","Isabela Silva Barros","SP ","MOGI DAS CRUZES ","SU"
"00014552","Amanda Martins Ferreira","0","0","Exterior"
"00014562","Nicolas Cavalcanti Castro","0","0","Exterior"
"00014572","Danilo Carvalho Azevedo","SP ","JACAREI ","SU"
"00014582","Leonor Ribeiro Goncalves","0","0","Exterior"
"00014592","Mariana Goncalves Costa","ES ","VITORIA ","SU"
"00014602","Nicole Carvalho Ferreira","RJ ","RIO BONITO ","SU"
"00014612","Gabriela Santos Rodrigues","PR ","MARINGA ","SU"
"00014622","Gabriel Rocha Melo","RJ ","NOVA FRIBURGO ","SU"
"00014632","Sarah Santos Ferreira","0","0","Exterior"
"00014642","Camila Barbosa Rocha","MG ","Manhuacu ","SU"
"00014652","Marisa Santos Barros","SP ","SAO PAULO ","SU"
"00014662","Melissa Araujo Correia","0","0","Exterior"
"00014672","Tiago Sousa Pereira","RN ","Natal ","NE"
"00014682","Leila Rocha Almeida","RJ ","RIO DE JANEIRO ","SU"
"00014702","Thaís Azevedo Rocha","0","0","Exterior"
"00014712","Lucas Carvalho Santos","0","0","Exterior"
"00014722","Luan Alves Carvalho","PE ","RECIFE ","NE"
"00014732","Victor Carvalho Gomes","PB ","JOAO PESSOA ","NE"
"00014742","Thaís Silva Lima","RS ","URUGUAIANA ","SU"
"00014762","Bianca Rodrigues Azevedo","0","0","Exterior"
"00014772","Sarah Almeida Azevedo","0","0","Exterior"
"00014782","Miguel Araujo Dias","0","0","Exterior"
"00014792","Gabriel Rocha Oliveira","SP ","Santos ","SU"
"00014802","Giovana Carvalho Ferreira","MA ","IMPERATRIZ ","NE"
"00014812","Douglas Carvalho Ribeiro","PB ","Joao Pessoa ","NE"
"00014822","Thiago Almeida Correia","SP ","OURINHOS ","SU"
"00014832","Raissa Pereira Martins","MG ","LAVRAS ","SU"
"00014842","Gabrielle Barbosa Cardoso","AP ","Macapa ","NO"
"00014852","Ana Gomes Martins","MG ","ITABIRITO ","SU"
"00014862","Rodrigo Melo Pereira","CE ","FORTALEZA ","NE"
"00014872","Bianca Correia Lima","MG ","PATOS DE MINAS ","SU"
"00014882","Douglas Melo Gomes","RN ","Natal ","NE"
"00014892","Alice Araujo Ferreira","0","0","Exterior"
"00014902","Martim Fernandes Correia","MG ","JOAO PINHEIRO ","SU"
"00014912","Raissa Pinto Costa","0","0","Exterior"
"00014922","José Costa Gomes","MA ","Imperatriz ","NE"
"00014932","Sofia Ribeiro Carvalho","SP ","SAO CAETANO DO SUL ","SU"
"00014942","Daniel Araujo Alves","TO ","PALMAS ","NO"
"00014952","Lara Ribeiro Oliveira","ES ","Venda Nova do Imigrante ","SU"
"00014962","Diogo Correia Castro","0","0","Exterior"
"00014972","Leila Barros Araujo","BA ","SALVADOR ","NE"
"00014982","Victor Lima Castro","MG ","CURVELO ","SU"
"00014992","Guilherme Almeida Fernandes","0","0","Exterior"
"00015002","Rafael Martins Santos","SP ","PRESIDENTE PRUDENTE ","SU"
"00015012","Igor Costa Silva","PE ","RECIFE ","NE"
"00015022","Kauã Almeida Oliveira","0","0","Exterior"
"00015032","Emilly Sousa Cunha","0","0","Exterior"
"00015042","Vitór Cunha Alves","0","0","Exterior"
"00015052","Luiza Melo Barbosa","SP ","RIBEIRAO PIRES ","SU"
"00015062","Julian Castro Almeida","MG ","JANUARIA ","SU"
"00015072","Estevan Melo Gomes","0","0","Exterior"
"00015082","João Gomes Castro","RJ ","RIO DE JANEIRO ","SU"
"00015092","Daniel Araujo Ribeiro","PE ","RECIFE ","NE"
"00015102","Marcos Costa Rocha","RJ ","Rio de Janeiro ","SU"
"00015112","Ryan Castro Cavalcanti","0","0","Exterior"
"00015122","Luana Santos Ferreira","0","0","Exterior"
"00015132","Julieta Pereira Dias","SP ","SAO PAULO ","SU"
"00015142","Gabrielly Ferreira Costa","SP ","Sao Paulo ","SU"
"00015152","Alice Ribeiro Rodrigues","0","0","Exterior"
"00015162","Manuela Carvalho Silva","SP ","GUARULHOS ","SU"
"00015182","Nicolas Correia Cardoso","0","0","Exterior"
"00015192","Matilde Santos Ribeiro","0","0","Exterior"
"00015212","Carlos Costa Pereira","0","0","Exterior"
"00015222","Lavinia Souza Cardoso","RJ ","NOVA IGUACU ","SU"
"00015232","Isabella Azevedo Silva","MG ","MONTES CLAROS ","SU"
"00015242","Lavinia Barbosa Pinto","SP ","FRANCA ","SU"
"00015252","Felipe Souza Costa","BA ","Luis Eduardo Magalhães ","NE"
"00015262","Giovanna Martins Cavalcanti","0","0","Exterior"
"00015272","Antônio Lima Cavalcanti","MG ","SAO JOAO DEL REI ","SU"
"00015282","Amanda Araujo Melo","PE ","Recife ","NE"
"00015292","Gabrielle Cardoso Almeida","PE ","GARANHUNS ","NE"
"00015302","Gabriela Fernandes Rocha","BA ","Teixeira de Freitas ","NE"
"00015312","Luiz Goncalves Ribeiro","PR ","GUARAPUAVA ","SU"
"00015322","Kauã Silva Rodrigues","0","0","Exterior"
"00015332","Manuela Lima Fernandes","SP ","Santos ","SU"
"00015342","Arthur Ribeiro Cavalcanti","PI ","TERESINA ","NE"
"00015352","Marcos Lima Martins","0","0","Exterior"
"00015362","Kauan Correia Alves","BA ","SALVADOR ","NE"
"00015372","Rafael Azevedo Cavalcanti","ES ","Sao Mateus ","SU"
"00015392","Ana Souza Almeida","SP ","SAO PAULO ","SU"
"00015402","Bruno Silva Souza","0","0","Exterior"
"00015412","Luiz Fernandes Pinto","MG ","UBERABA ","SU"
"00015432","Julia Araujo Silva","PE ","RECIFE ","NE"
"00015442","Danilo Araujo Azevedo","0","0","Exterior"
"00015462","Clara Barbosa Dias","RS ","Porto Alegre ","SU"
"00015472","Miguel Sousa Lima","RJ ","Rio de Janeiro ","SU"
"00015482","Gabriela Lima Pereira","0","0","Exterior"
"00015492","Julieta Rodrigues Goncalves","0","0","Exterior"
"00015502","Carlos Silva Lima","SP ","Valinhos ","SU"
"00015512","Arthur Azevedo Santos","RN ","NATAL ","NE"
"00015522","Carla Silva Araujo","SP ","PIRACICABA ","SU"
"00015532","Caio Goncalves Almeida","PI ","TERESINA ","NE"
"00015542","Brenda Almeida Barros","0","0","Exterior"
"00015552","Brenda Oliveira Rocha","MG ","ITAMBACURI ","SU"
"00015562","Douglas Lima Ferreira","SP ","Piracicaba ","SU"
"00015572","Kaua Melo Carvalho","0","0","Exterior"
"00015582","Thiago Ribeiro Rocha","SP ","MARILIA ","SU"
"00015592","Rafael Cavalcanti Rocha","0","0","Exterior"
"00015602","Lucas Pinto Lima","0","0","Exterior"
"00015612","Renan Martins Costa","0","0","Exterior"
"00015622","Bianca Gomes Silva","RS ","PORTO ALEGRE ","SU"
"00015632","Marcos Carvalho Lima","PE ","Garanhuns ","NE"
"00015642","Rebeca Costa Pereira","0","0","Exterior"
"00015652","Marcos Goncalves Santos","MG ","MONTES CLAROS ","SU"
"00015672","Leonardo Alves Oliveira","0","0","Exterior"
"00015682","Luís Alves Cardoso","0","0","Exterior"
"00015692","Davi Alves Azevedo","0","0","Exterior"
"00015702","Rafael Castro Silva","PI ","TERESINA ","NE"
"00015712","Bruno Pinto Goncalves","0","0","Exterior"
"00015722","Gabrielly Carvalho Martins","SC ","NOVA TRENTO ","SU"
"00015732","Caio Cavalcanti Carvalho","BA ","SALVADOR ","NE"
"00015742","José Cardoso Rodrigues","0","0","Exterior"
"00015752","Sofia Rocha Almeida","0","0","Exterior"
"00015762","Sophia Almeida Castro","SP ","Franca ","SU"
"00015772","Mateus Sousa Santos","0","0","Exterior"
"00015782","Julia Araujo Oliveira","SP ","Ourinhos ","SU"
"00015792","Gabriel Alves Santos","MA ","Itapecuru Mirim ","NE"
"00015802","Luana Oliveira Souza","0","0","Exterior"
"00015812","Rebeca Ribeiro Barbosa","MG ","MONTES CLAROS ","SU"
"00015822","Samuel Martins Alves","BA ","SALVADOR ","NE"
"00015832","Gabriela Araujo Sousa","SC ","FLORIANOPOLIS ","SU"
"00015842","Isabelle Barbosa Lima","SP ","Sao Paulo ","SU"
"00015852","Giovana Cavalcanti Rocha","SP ","SAO PAULO ","SU"
"00015862","Kauê Ferreira Cunha","0","0","Exterior"
"00015872","Giovanna Sousa Dias","0","0","Exterior"
"00015892","Gabriel Oliveira Souza","0","0","Exterior"
"00015902","Fernanda Fernandes Gomes","0","0","Exterior"
"00015912","Kai Alves Martins","TO ","Palmas ","NO"
"00015922","Joao Lima Fernandes","SP ","SAO PAULO ","SU"
"00015932","Martim Martins Cavalcanti","MG ","Uberlandia ","SU"
"00015942","Diogo Ribeiro Fernandes","SP ","Santa Rita do Passa Quatr ","SU"
"00015952","Luiza Barros Azevedo","BA ","Salvador ","NE"
"00015962","Emily Carvalho Fernandes","SP ","TABOAO DA SERRA ","SU"
"00015972","Diogo Goncalves Costa","RJ ","ILHA DO GOVERNADOR ","SU"
"00015992","Brenda Martins Alves","SP ","SAO PAULO ","SU"
"00016002","Carlos Barbosa Dias","SP ","Indaiatuba ","SU"
"00016012","Luís Barros Rodrigues","SP ","Sao Paulo ","SU"
"00016022","Victor Barros Almeida","RJ ","Rio de Janeiro ","SU"
"00016032","Beatrice Souza Alves","0","0","Exterior"
"00016042","Raissa Azevedo Rodrigues","PR ","SAO MATEUS DO SUL ","SU"
"00016052","Paulo Correia Barros","CE ","FORTALEZA ","NE"
"00016062","Marina Carvalho Martins","MG ","MURIAE ","SU"
"00016072","Larissa Lima Melo","0","0","Exterior"
"00016082","Luana Almeida Cunha","MG ","UBERLANDIA ","SU"
"00016092","Erick Dias Melo","0","0","Exterior"
"00016102","Matilde Oliveira Araujo","SP ","SERTAOZINHO ","SU"
"00016112","Rodrigo Cunha Cardoso","SC ","LAGES ","SU"
"00016122","Giovana Goncalves Lima","0","0","Exterior"
"00016132","Carolina Gomes Barros","0","0","Exterior"
"00016142","Giovana Rocha Goncalves","RJ ","RIO DE JANEIRO ","SU"
"00016152","Luiza Pereira Dias","MG ","PASSOS ","SU"
"00016162","Maria Oliveira Azevedo","MG ","UBA ","SU"
"00016172","Julia Cunha Correia","MG ","UBA ","SU"
"00016182","Erick Dias Goncalves","SP ","SAO CARLOS ","SU"
"00016192","Victor Goncalves Castro","CE ","Fortaleza ","NE"
"00016202","Martim Martins Melo","SP ","SANTO ANDRE ","SU"
"00016212","Melissa Barbosa Araujo","0","0","Exterior"
"00016222","Erick Fernandes Gomes","SC ","TUBARAO ","SU"
"00016232","Anna Carvalho Lima","0","0","Exterior"
"00016242","Júlio Rocha Souza","AP ","MACAPA ","NO"
"00016252","Lucas Martins Cavalcanti","SP ","Sao Paulo ","SU"
"00016262","Emily Azevedo Cavalcanti","SP ","POA ","SU"
"00016272","Diego Rodrigues Barros","0","0","Exterior"
"00016282","João Lima Santos","SP ","Piracicaba ","SU"
"00016292","Brenda Sousa Santos","SP ","PRESIDENTE PRUDENTE ","SU"
"00016302","Eduardo Cardoso Dias","RJ ","RIO DE JANEIRO ","SU"
"00016312","Igor Rocha Barros","0","0","Exterior"
"00016322","Sofia Sousa Pinto","MG ","PATOS DE MINAS ","SU"
"00016332","Davi Sousa Martins","RJ ","RIO DE JANEIRO ","SU"
"00016342","Rebeca Cunha Correia","0","0","Exterior"
"00016352","Miguel Araujo Fernandes","PR ","LONDRINA ","SU"
"00016362","Enzo Rodrigues Barros","MG ","GOVERNADOR VALADARES ","SU"
"00016372","Marcos Cavalcanti Ferreira","GO ","GOIANIA ","SU"
"00016382","Leonardo Rocha Cavalcanti","MG ","Tres Pontas ","SU"
"00016392","Thiago Barbosa Oliveira","SP ","SAO PAULO ","SU"
"00016402","Diego Cardoso Ferreira","0","0","Exterior"
"00016412","Carlos Rocha Araujo","0","0","Exterior"
"00016422","Diego Cavalcanti Alves","BA ","SALVADOR ","NE"
"00016432","Enzo Costa Ferreira","MG ","JUIZ DE FORA ","SU"
"00016442","Melissa Cavalcanti Rocha","0","0","Exterior"
"00016452","Diogo Goncalves Santos","PR ","SAO MATEUS DO SUL ","SU"
"00016462","Brenda Melo Souza","SP ","SAO PAULO ","SU"
"00016472","Isabelle Rocha Barbosa","SP ","SAO PAULO ","SU"
"00016482","Luiza Ribeiro Dias","PR ","LONDRINA ","SU"
"00016492","Clara Rodrigues Dias","0","0","Exterior"
"00016502","Giovana Souza Rodrigues","BA ","Luis Eduardo Magalhães ","NE"
"00016512","Lucas Santos Alves","0","0","Exterior"
"00016522","Letícia Lima Costa","0","0","Exterior"
"00016532","Erick Azevedo Dias","0","0","Exterior"
"00016542","Vitoria Barbosa Dias","SP ","Sao Paulo ","SU"
"00016552","Maria Souza Rocha","GO ","GOIANIA ","SU"
"00016562","Tomás Ribeiro Barros","CE ","Fortaleza ","NE"
"00016572","Enzo Lima Cardoso","0","0","Exterior"
"00016582","Rafaela Costa Martins","0","0","Exterior"
"00016592","Samuel Cavalcanti Rodrigues","BA ","SALVADOR ","NE"
"00016602","Vitor Rodrigues Goncalves","SP ","SAO PAULO ","SU"
"00016612","Clara Dias Ribeiro","PI ","TERESINA ","NE"
"00016622","Rebeca Carvalho Santos","0","0","Exterior"
"00016632","Amanda Goncalves Souza","0","0","Exterior"
"00016642","Leila Almeida Araujo","RJ ","TERESOPOLIS ","SU"
"00016652","Sophia Sousa Oliveira","0","0","Exterior"
"00016662","Eduardo Goncalves Rodrigues","RJ ","RIO DE JANEIRO ","SU"
"00016672","Sofia Costa Cardoso","0","0","Exterior"
"00016682","Leonor Goncalves Castro","SP ","SAO PAULO ","SU"
"00016692","Julia Lima Alves","BA ","Lauro de Freitas ","NE"
"00016702","Luis Lima Ferreira","0","0","Exterior"
"00016712","Kaua Lima Araujo","0","0","Exterior"
"00016722","Júlio Almeida Silva","0","0","Exterior"
"00016732","Luís Oliveira Ribeiro","RJ ","RIO DE JANEIRO ","SU"
"00016742","Renan Santos Alves","CE ","FORTALEZA ","NE"
"00016752","Ágatha Fernandes Oliveira","0","0","Exterior"
"00016762","Bianca Alves Sousa","MG ","UBERLANDIA ","SU"
"00016772","Manuela Sousa Gomes","MG ","UBERABA ","SU"
"00016782","Diego Barros Carvalho","BA ","SALVADOR ","NE"
"00016792","Kaua Carvalho Almeida","0","0","Exterior"
"00016802","Isabela Correia Goncalves","0","0","Exterior"
"00016812","Anna Almeida Ribeiro","CE ","FORTALEZA ","NE"
"00016822","Luis Dias Alves","BA ","SALVADOR ","NE"
"00016832","João Azevedo Oliveira","SP ","SAO JOSE DOS CAMPOS ","SU"
"00016842","Kaua Costa Cavalcanti","0","0","Exterior"
"00016852","Gabriela Pereira Dias","PE ","PETROLINA ","NE"
"00016862","Bruno Fernandes Almeida","PB ","JOAO PESSOA ","NE"
"00016872","Brenda Araujo Souza","SP ","SAO PAULO ","SU"
"00016882","Melissa Fernandes Lima","MG ","ITUIUTABA ","SU"
"00016892","Ágatha Silva Rodrigues","RJ ","RIO DE JANEIRO ","SU"
"00016902","Tânia Carvalho Fernandes","SP ","Sao Paulo ","SU"
"00016912","Júlio Carvalho Sousa","SP ","SAO PAULO ","SU"
"00016922","Diogo Souza Fernandes","0","0","Exterior"
"00016932","Marina Barros Fernandes","CE ","Fortaleza ","NE"
"00016942","Antônio Gomes Barbosa","0","0","Exterior"
"00016952","Rebeca Alves Sousa","0","0","Exterior"
"00016962","Gabriel Sousa Castro","0","0","Exterior"
"00016972","Carlos Silva Cunha","PI ","TERESINA ","NE"
"00016982","Daniel Fernandes Correia","0","0","Exterior"
"00016992","Murilo Souza Barbosa","0","0","Exterior"
"00017002","Sophia Souza Araujo","SP ","Sao Paulo ","SU"
"00017012","Thiago Gomes Rodrigues","0","0","Exterior"
"00017022","Leonor Souza Rocha","0","0","Exterior"
"00017032","Kaua Sousa Goncalves","BA ","MURITIBA ","NE"
"00017042","Vitor Cavalcanti Carvalho","PE ","Recife ","NE"
"00017052","Mariana Melo Oliveira","0","0","Exterior"
"00017062","Thaís Goncalves Correia","MG ","VARGINHA ","SU"
"00017072","Beatriz Almeida Fernandes","PE ","OLINDA ","NE"
"00017082","Tomás Correia Dias","0","0","Exterior"
"00017092","Julia Pereira Araujo","SP ","SAO PAULO ","SU"
"00017102","Gabriela Lima Correia","0","0","Exterior"
"00017112","Guilherme Correia Santos","RJ ","TERESOPOLIS ","SU"
"00017122","Sarah Alves Goncalves","RJ ","RIO DE JANEIRO ","SU"
"00017132","Igor Correia Carvalho","BA ","Salvador ","NE"
"00017152","Beatrice Rodrigues Lima","0","0","Exterior"
"00017162","Vitór Martins Castro","AP ","MACAPA ","NO"
"00017172","Arthur Cardoso Araujo","0","0","Exterior"
"00017182","Marisa Dias Ribeiro","0","0","Exterior"
"00017192","Vitoria Sousa Correia","0","0","Exterior"
